ArticleName,ArticleLink
Oﬀice 365 – Cortana Email Messages FAQs,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=3600e4a2db6464102c4f9e74f39619b2
LISTSERV: Modify the Reply-To setting to help prevent accidental Reply-All posts,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=3f1acad4db10d4d47fb5266e1396193f
Data Warehouse: Position Information (position),https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=b321546b1b664cd0f29e748edc4bcbd2
SIMBA: Budget Transfers Workflow,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=38e94505db3cf0d02c4f9e74f3961970
SIMBA: Report Names and Descriptions,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=3740554ddbbcf0d02c4f9e74f3961934
Canvas: Why am I Unable to See My Course in ANGEL or Canvas?,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=4fcf3e311b5c281413b599ba234bcb88
What type of SSL certificates are available?,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=000ab8c4dbfbb0d09cde83aa1396194e
LISTSERV: Recommended Best Practices for List Owners,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=6d6aba891b805c547746766dcc4bcbd4
EﬀicientIP: Create a DHCP Reservation (Static DHCP),https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=8fc077bcdb88c9509cde83aa13961983
Canvas: Publish Media to Multiple Course Galleries,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=42150615dbf3a81029b24a281396191d
Canvas: Import Kaltura Media Files from Another Course,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=d2c51bcddb6fe0947fb5266e1396193f
Telephony: Setting your On-system Phone Set Display Name,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=d31c42691bbbac1013b599ba234bcbc4
2FA: I'm in China and I Can't Download Duo Mobile to My Android Phone,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=84e65d321b1bc4587746766dcc4bcbdd
SIMBA: Employee Vendors and 1099,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=8cfa416a1b36e450108915ff034bcbd5
Canvas: How Do I Set Notification Settings?,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=9a0b3a311b98281413b599ba234bcbdf
SIMBA: Change an Internal Order,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=3854c181dbb8f0d02c4f9e74f3961965
Canvas: How to Add Extra Credit in Courses,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=8826e77f1bed3784dce996c4bd4bcbfc
VM Hosting: Delete a VM,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=bb22a89adba9a0d07fb5266e1396193f
Oﬀice365: Access Help Resources,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=0be8b662db4f43c44222778ebf961906
PASS-Based Web hosting Services Conversion from CoSign to OpenID-Connect,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=4fc202571b3d3cd013b599ba234bcbd6
www.dept.psu.edu Virtual hosts for other units served by ,http://www.dept.ps/
CRCS: Submit a Proposal to Change a Credit Certificate in Curriculum,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=7883431a1ba0e05013b599ba234bcb34
Oﬀice 365 Teams: Privacy and Security,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=fa793f81db5b505029b24a2813961941
SIMBA: Shop OnLion FAQs - Chart of Accounts - Cost Objects & General Ledger,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=fe8a83ba1bd0bcd413b599ba234bcbb0
SIMBA: Internal Service Request Overview,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=2ac2b89ddb37e4107fb5266e13961901
Oﬀice365: Microsoft Mobile Apps Help Resources,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=52d12835db0b0700a318fb671d96190a
SIMBA: GM Master Data Fields for Template Completions,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=215833d51b87f414108915ff034bcb6f
2FA: Change My Device Name,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=72f60aefdb58fc182c4f9e74f39619c1
Tech TA: Request Support,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=2f409948db00fc902c4f9e74f39619f5
Qualtrics: Creating an Account and Getting Started,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=8c5f083edb88b8147fb5266e1396192b
SIMBA: Salary Clearing Cost Center Balancing,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=98b0e4d9db893c507fb5266e13961913
ListServ - Advanced Topics - List Access Controls Overview,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=dadde280dbf95810816667e813961931
Service Management Oﬀice (SMO) Q1 Release 2021: March 23,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=0f0c13d4db836cd0816667e813961928
Oﬀice 365 Outlook Desktop Web: Managing Junk Email Filter,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=288ceb34db9b5c107fb5266e13961988
Managing Releases in ServiceNow: Using Releases for Managing Feature Requests and Other Propose d Work,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=4dc09a4b1b3644947746766dcc4bcbc3
Oﬀice 365 Outlook Surface: Configuring Penn State Email on a Surface Tablet,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=5130c6cd1be23454108915ff034bcb65
Data Warehouse: Oﬀicially Reported Student Data (oﬀicial),https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=9e80bbc4db91a3804222778ebf96197c
WebSSO: Require More Frequent Re-authentication - Apps Using Shibboleth SP and Azure SSO,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=c9ac65b8db2fa8542c4f9e74f39619e0
Canvas: Add Video in Canvas,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=1aeb9fd2db2424102c4f9e74f3961976
SIMBA: Labor Distribution Plans Workflow,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=cac8458ddbf8f0d02c4f9e74f3961947
SIMBA: Document Status Types,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=4a38b24ddbafec542c4f9e74f3961998
Canvas: Add Images to Course Tiles on the Dashboard,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=a2045f491bec601813b599ba234bcbf9
SIMBA: Salary Advance (Non-PO Invoice),https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=786268f0dbc770146ff9e1f5ca961977
Canvas: Using the Dashboard,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=1f2f4cb9db6aa45029b24a2813961956
Turnitin: Feedback Studio for Student (Stand-alone Application),https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=5425c3761bd677c07746766dcc4bcb91
smtp.psu.edu FAQ,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=e2ebacf2db16e8107fb5266e13961931
How do I remove sales tax from my Software at Penn State order?,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=e4c91104dbe7105429b24a2813961959
Where is the software download that I purchased through Software at Penn State?,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=32345dccdb23105429b24a281396191e
Data Warehouse: Links to Resources and Information,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=48d5dfbfdbc5ab404222778ebf961971
SIMBA: Eﬀort Certification Workflow,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=92a8894ddbf8f0d02c4f9e74f39619bc
Canvas: Reusing Files,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=261f66f9dba56c907fb5266e13961968
Changing Home Folder Location on Penn State Lab Computers,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=487128a81bd8c418ec6a7661cd4bcb59
SIMBA: Find Unposted Documents,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=c3677c9ddbb7e4107fb5266e139619d4
Oﬀice365: OneNote Help Resources,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=c90a36aadb8f43c44222778ebf961997
Canvas LTI: Realizeit for Students,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=ac239d351b2ebfc47746766dcc4bcb6a
UMG: I Don't See My User Managed Group in Outlook,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=cbc70f151bbd089440a242a2cd4bcb29
SIMBA: Penn State Self-Service Bidder Guide,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=041ebc0ddbf4f0d02c4f9e74f396198a
Update My Penn State Directory or Penn State Account Information,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=3cc7bb65db3cf0147fb5266e13961959
VM Hosting: Perform a Graceful Shutdown or Restart a VM,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=caaff5c7dbc0ecd02c4f9e74f3961988
Service Management Oﬀice (SMO) Q4 2021 Release: November 16,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=0e404dd2db7bb8946ff9e1f5ca9619b5
Box: What is Box Feed?,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=1482492e1ba3674cd4eeea0dad4bcba1
Canvas: Instructor SpeedGrader Overview,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=1d0241d41bf5f3c4dce996c4bd4bcbf8
Oﬀice 365 Applications: How to Add an External User to Your Team,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=06d792e4db32b8109cde83aa1396190a
Canvas: Anonymous Grading,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=0cc0c262db8e60102c4f9e74f3961952
OOE: FileMaker WebDirect Quick Start Guide,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=1b3fed33dbe4b8902c4f9e74f396191b
SIMBA: Supplier Administration Guide,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=831e704ddbf4f0d02c4f9e74f3961973
Managing Releases in ServiceNow: Changing the Parent of a Release or Feature,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=9b2dae981b2ac45040a242a2cd4bcb53
"EﬀicientIP: Add an Alias Record (A, AAAA, or CNAME) to a Existing Host",https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=3e617b30dbc8c9509cde83aa13961933
Canvas: Schedule Oﬀice Hours and Presentation Times,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=7c6fe1a81b36d4d4108915ff034bcbb1
Honorlock: Access and General Information for Instructors,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=c8f295bf1bf6f0d0108915ff034bcb11
SIMBA: The Basic Internal Service Request (ISR) Process,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=51592ae7db6aec9029b24a2813961983
SIMBA: Shop OnLion FAQs - Suppliers,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=77a99ca2db4438147fb5266e13961918
Oﬀice365: Share an Excel workbook using Oﬀice 365 On the Web,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=c0eb50dfdb3bc7c44222778ebf96190b
SIMBA: Shop OnLion FAQs - Team Shopping,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=54659876db8034542c4f9e74f3961961
OOE- WC & CE Helpdesk: Accessing Canvas through mobile device,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=b01955c41b7dfb80ec6a7661cd4bcbb7
Canvas: Libraries Manual Integration,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=c6603e291b6124d013b599ba234bcb04
SIMBA: FM Master Data Groupings,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=144a8985db3cf0d02c4f9e74f39619d1
How to pay your bill,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=814c514c4fe3aec00d803285f110c7d2
Box: Pre-Migration Considerations for Researchers at Penn State,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=8aa8477b1b2e24d013b599ba234bcbc6
Access Account: What Is a Recovery (Secondary) Email Address and What Is It Used For?,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=e1b94efd1bcacc9840a242a2cd4bcb36
SIMBA: When to Reach out to Research Accounting vs. the SIMBA GM Team,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=8e81d5c1dbfcf0d02c4f9e74f39619fe
What software is available to me through the Adobe Creative Cloud?,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=ca5bd5c8db2b105429b24a281396193c
The applications available through the Adobe Creative Cloud program can be found here: ,http://www.adobe.com/crea
EﬀicientIP: Create or Delete DHCP Pool/Range (Dynamic DHCP),https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=4191bf70dbc8c9509cde83aa139619dc
Starfish: Add a Zoom Room as a Meeting Location in Starfish,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=5adaa06edbebb0146ff9e1f5ca961945
Oﬀice365: Word Help Resources,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=6aa332eedb0b43c44222778ebf9619d3
Oﬀice365: Turn Focused Inbox Oﬀ or On in Outlook 2016 for Windows,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=fca7509bdb37c7c44222778ebf9619ec
Where am I permitted to store level 3 and level 4 data at Penn State?,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=86431d6c1b8c34d013b599ba234bcbd9
Oﬀice365: Yammer Groups Help Resources,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=fa61fe6adbc743c44222778ebf9619cb
Data Warehouse: Student Adult Learner Data (student),https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=40cb820d1bcefbc8ec6a7661cd4bcb68
Can I use the Windows Upgrade disk obtained from Software at Penn State to install Windows on my Mac?,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=7c3eac3bdb68201029b24a2813961960
Data Warehouse: Frequently Asked Questions,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=86fc885cdbd9e3804222778ebf9619ef
"ServiceNow Catalog Update: Reports, Dashboards, and Filters Changes",https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=acabba3fdbf4185429b24a281396193f
Lead Times - Communications Cable & Wiring,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=76803f9e1b41ac9013b599ba234bcb0a
EﬀicientIP: View DHCP Leases in a Network,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=bc31f7fcdb88c9509cde83aa139619f1
Secure Certificates - Who is eligible to request certificates?,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=d94abc48dbfbb0d09cde83aa139619ec
Canvas: How Do I Use the Calendar?,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=09ebe72a1b80a81013b599ba234bcb72
SIMBA: Non-grant Reporting in myFunds,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=63db708bdb74b0102c4f9e74f3961997
Canvas: Send Conversations to Individuals or Groups Via Diﬀerent Tools,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=ba403f44dba854dc7fb5266e139619cf
CRCS: Submit a Proposal to Add a Credit Certificate in Curriculum,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=23c9b6b51b58281413b599ba234bcb4f
Oﬀice365: Print Your Oﬀice 365 Calendar Using Outlook 2016 for Windows,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=44764090dbac1b404222778ebf9619fe
Oﬀice365: How do I modify a meeting that was migrated to Outlook from another system?,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=6b2720521b1df3cc40a242a2cd4bcb84
SIMBA: Export the Budget vs Actual Report to Excel,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=a04c0111db4d7c507fb5266e13961967
SIMBA: Place Parked Document into Approval Workflow,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=b3dae1d9dbb728107fb5266e13961995
ServiceNow Catalog Update: Email Ingestion and APIs,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=f21457cddb36d8dc9cde83aa1396199c
Canvas LTI: Importing Slides into VoiceThread,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=26b0c4941b46f78cdce996c4bd4bcbf7
SIMBA: Asset Retirement Process,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=e81e8ba2db4b60502c4f9e74f3961923
Arts and Architecture: RDP: Remote into Stuckeman lab computer using an Apple computer,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=658e88691b3f4c987746766dcc4bcb85
SIMBA: Cash Accounting vs. Accrual Accounting,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=84245b72dba2ec502c4f9e74f39619d9
CRCS: Submit a Proposal to Drop a Non-Credit Certificate in Curriculum,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=92d3cf9a1ba0e05013b599ba234bcb04
SIMBA: Reverse a Posted Document,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=bc3b40cadbb3641029b24a2813961983
Canvas LTI: PeerEvals,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=e6a44f5a1b8eff407746766dcc4bcbac
"Creating, Selecting, and Deleting Homepages",https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=ee20c8f7db6c7c907fb5266e1396190e
SIMBA: SAP Budget and Planning (SBP) FAQs,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=1e0acdf2dbccf8147fb5266e139619ab
Locate Kaltura Capture Recordings On Your Computer,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=624179571bebc414ec6a7661cd4bcbff
Oﬀice365: Share a document in Word On the Web,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=d95e38e4db8017484222778ebf96198a
Canvas: Using Headings in Rich Content Editor for Accessibility,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=bfb9a515dbe5a4907fb5266e1396199f
ServiceNow Catalog Update: Improved Penn State IT Alerts,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=e6ed4f41db7e98dc9cde83aa139619c6
How do I access my PASS space on the TLT Linux Cluster?,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=ece52892db97a01429b24a28139619b2
Why is Oﬀice asking me for a product key after I entered it?,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=137da8b7db68201029b24a28139619d9
WC & CE Helpdesk: Editing Profile in Canvas,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=b7f3a0d81b3573c4dce996c4bd4bcb5a
SIMBA: Parked Documents FAQs,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=82b03ba4dbd4f41429b24a2813961954
Managing Releases in ServiceNow: Hierarchy for Releases used in Infrastructure (a part of Penn State IT).,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=0a435a8f1b7644947746766dcc4bcbc9
Canvas: Creating Accessible Links,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=4f4b766d1be124d013b599ba234bcb6e
SIMBA: Inbox Management,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=8ae901b3db9b50542c4f9e74f39619c5
SIMBA: Eﬀort Certification Workflow Audit Report,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=c035ec8edb74f4147fb5266e1396192a
Knowledge Management Training Videos,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=a9114dc71b8334541b31113fad4bcbc2
SIMBA: Internal Service Request (ISR) Workflow,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=3c000989db38f0d02c4f9e74f3961946
2FA: Using Two-Factor Authentication When Traveling Between Time Zones,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=5a5e93de1b49cc907746766dcc4bcb4c
Data Warehouse Access,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=69167e08db8430d02c4f9e74f396192d
SIMBA: Changes During Approval Process,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=aabed7f5dbb7241029b24a28139619a8
Data Warehouse: Purchasing Card Data (pcard),https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=0891d4231ba64cd0f29e748edc4bcb1d
General Introduction to Research and Cyberinfrastructure Support at Penn State,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=6b29821d1b0340d0ec6a7661cd4bcb31
Zoom: Recording and Publishing Class Meetings,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=737e3c53dbaebc949cde83aa139619b3
How to run a Degree Audit,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=80eb11484fe3aec00d803285f110c764
Oﬀice 365 Applications: Find Lost Files in OneDrive,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=d9ed4dc51baeb054108915ff034bcb31
Zoom: How Zoom Trash Works,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=e2bd3858dbad38507fb5266e139619c6
Adobe Creative Cloud - when do I lose my access?,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=600b9bc2db05f0902c4f9e74f39619c0
2FA: Enable My Apple Watch for Use with Two-Factor Authentication,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=cb5a18791b814c107746766dcc4bcb38
Canvas LTI: Tutor.com,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=d505c35e1b8eff407746766dcc4bcbc8
Canvas: Understanding Grade Views in the Gradebook,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=f86a33b3dbc0109429b24a2813961959
SIMBA: Grant Closeout Process with SIMBA Phrases,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=12015141dbfcf0d02c4f9e74f39619d3
How do I know if my Software at Penn State download is corrupt?,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=544d9188dbab105429b24a281396199c
SIMBA: Shop OnLion FAQs - Preauthorized Spending Limits,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=5b86b449db34f0d02c4f9e74f3961901
SIMBA: Short Term Advance (Non-PO Invoice),https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=5ee7a55ddb7728107fb5266e13961930
CRCS: Submit a Proposal to Add a Non-Credit Course in Curriculum,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=a252cfda1b60e05013b599ba234bcb74
SIMBA: Customer Invoices Overview,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=d443414ddb78f0d02c4f9e74f39619bd
Known Issue: Using Google Chrome in CLM Computer Labs,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=e35051471bce3fccec6a7661cd4bcb4d
SIMBA: Cash Deposits Workflow,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=f33737b9db3f241029b24a28139619fb
CRCS: Submit a Proposal to Add an Undergraduate Major Program in Curriculum: 12 Consultation Re quest,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=4a53cf961ba0e05013b599ba234bcbe2
Turnitin: Feedback Studio iOS App,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=11244f361b9677c07746766dcc4bcb16
Data Warehouse: Retention Data (retention),https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=35a1bfc4dbd1a3804222778ebf9619ec
Box: Primary Ownership of Files,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=365e658c1bc04c14ec6a7661cd4bcb1b
CRCS: Submit a Proposal to Change a Non-Credit Course in Curriculum,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=4faa323d1b58281413b599ba234bcb18
Canvas: Immersive Reader,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=1b91114b1bfa8c54ec6a7661cd4bcbcf
Sharing Content - Moving and Copying Objects within the iTwo Catalog,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=5a2554481bc74c10ec6a7661cd4bcb43
Data Warehouse: Student Academic Data (student),https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=6e43b780db55a3804222778ebf961908
SIMBA: Custom Reporting: Sharing Views (EA),https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=865f0185dbbcf0d02c4f9e74f39619b6
Who is my administrative area's Adobe Point of Contact?,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=b8733a4adb5f189029b24a28139619cd
Microsoft Bookings for Oﬀice 365: How to Share Your Bookings Site,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=d1ca517e1b7f3f487746766dcc4bcb69
Canvas: Guides and Resources,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=fd6dc62bdb3878107fb5266e13961958
Canvas: Hiding Course Content from Students,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=11ab4af1db28a4102c4f9e74f396196b
SIMBA: Shop OnLion FAQs - Rejected Carts,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=30a6f089db34f0d02c4f9e74f39619a3
2FA: Use an Apple Watch for Two-Factor Authentication,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=7edadb2adb1074182c4f9e74f39619a6
Canvas LTI: MacMillan Learning with LaunchPad and Achieve,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=8373b3c8db56b8506ff9e1f5ca961920
Canvas: Organizing Course Cards on the Dashboard,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=ec9ff3811be8e01813b599ba234bcbea
Listserv: Block Attachments,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=0fcadf960f3ee284589549bce1050e7b
SIMBA: Resubmit a Rejected Budget Document,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=44dc7a4cdb44785029b24a28139619e6
How do I sign into ArcGIS Online?,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=9c1fbd44db95bcd07fb5266e139619ab
CRCS: Submit a Proposal to Add an Undergraduate Major Program in Curriculum: 1 Begin the Propos al Creation Process,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=21fbbc841bbbbc14108915ff034bcb9d
Canvas: Numerical Quiz Questions vs. Formula Quiz Questions,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=4bbcf2311bd8281413b599ba234bcb4e
Service Catalog Update: Improved Portfolio Management,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=4c0b0345dbba98dc9cde83aa139619a7
Kaltura: How to Allow Media Downloads in MediaSpace,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=57ca9d1bdb6afc949cde83aa139619b0
SIMBA: Customer Invoices FAQs,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=91447089dbf0f0d02c4f9e74f3961969
How to view your bill,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=e2fa11444fe3aec00d803285f110c701
Understanding the Ports and peripherals on your computer,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=20b621a21ba3c0907746766dcc4bcb14
SIMBA: Chart of Accounts Information - Endowments and Scholarship Funds,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=4402af36dbe6ec502c4f9e74f396198c
CRCS: Curriculum Reports,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=a4f18f961b60e05013b599ba234bcb92
Data Warehouse: Bursar Data (bursar),https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=0921cf4b1b668c90f29e748edc4bcbfd
Canvas: Adding Image ALT-Text,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=87bb76ed1be124d013b599ba234bcbea
